<TICKER>;<PER>;<DATE>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
MOEX.CBOM:SMAL;D;20220721;4.1030000;4.9990000;4.1030000;4.9810000;15
MOEX.CBOM:SMAL;D;20220722;5.0990000;5.0990000;5.0990000;5.0990000;1
MOEX.CBOM:SMAL;D;20220727;5.2930000;5.2930000;5.2930000;5.2930000;2
MOEX.CBOM:SMAL;D;20220729;5.0790000;5.0790000;4.8540000;4.8540000;39
MOEX.CBOM:SMAL;D;20220802;5.5950000;5.5950000;5.5950000;5.5950000;1
MOEX.CBOM:SMAL;D;20220810;5.4100000;5.4100000;5.4100000;5.4100000;7
MOEX.CBOM:SMAL;D;20220815;5.6930000;5.6930000;5.6930000;5.6930000;4
MOEX.CBOM:SMAL;D;20220823;5.4020000;5.4020000;5.0020000;5.0020000;20
MOEX.CBOM:SMAL;D;20220824;5.7770000;5.7850000;5.7770000;5.7850000;60
MOEX.CBOM:SMAL;D;20220826;5.0640000;5.0640000;5.0640000;5.0640000;60
MOEX.CBOM:SMAL;D;20220829;5.1860000;5.1860000;5.1440000;5.1440000;17
MOEX.CBOM:SMAL;D;20220830;5.7000000;5.7000000;5.7000000;5.7000000;1
MOEX.CBOM:SMAL;D;20220905;5.7860000;5.7860000;5.7860000;5.7860000;80
MOEX.CBOM:SMAL;D;20220907;6.1100000;6.1100000;6.1100000;6.1100000;10
MOEX.CBOM:SMAL;D;20220909;4.7140000;5.5010000;4.7140000;5.5010000;126
MOEX.CBOM:SMAL;D;20220913;6.6950000;6.6950000;6.6950000;6.6950000;3
MOEX.CBOM:SMAL;D;20220914;5.6320000;5.6320000;5.6320000;5.6320000;1
MOEX.CBOM:SMAL;D;20220916;6.3100000;6.3100000;6.3100000;6.3100000;1
MOEX.CBOM:SMAL;D;20220927;6.0540000;6.0540000;6.0540000;6.0540000;5
MOEX.CBOM:SMAL;D;20220928;5.7000000;5.7000000;5.5810000;5.5810000;4
MOEX.CBOM:SMAL;D;20220929;6.3100000;6.3100000;5.5990000;5.6630000;104
MOEX.CBOM:SMAL;D;20221010;6.3040000;6.3040000;6.3040000;6.3040000;1
