<TICKER>;<PER>;<DATE>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
MOEX;D;20220708;85.3500000;85.7500000;85.0700000;85.2000000;1575160
MOEX;D;20220711;85.2200000;86.1000000;84.0000000;84.4800000;2210430
MOEX;D;20220712;84.3700000;84.3900000;81.7100000;83.4800000;5818620
MOEX;D;20220713;83.3500000;84.5900000;80.7700000;81.5500000;2618030
MOEX;D;20220714;82.2500000;83.4600000;81.1000000;81.9000000;2895040
MOEX;D;20220715;82.6000000;82.7500000;81.2000000;82.5000000;1753400
MOEX;D;20220718;83.2000000;83.5000000;82.0000000;82.9200000;1843750
MOEX;D;20220719;82.9200000;82.9200000;81.3100000;82.0500000;1465940
MOEX;D;20220720;82.0100000;82.9000000;82.0000000;82.4300000;1242260
MOEX;D;20220721;82.4400000;83.2900000;81.5200000;82.3700000;1173840
MOEX;D;20220722;82.4000000;84.8200000;82.2000000;84.8100000;1950130
MOEX;D;20220725;84.7000000;85.4500000;83.8500000;84.6300000;1523260
MOEX;D;20220726;85.0000000;86.7900000;84.7100000;86.7000000;2445840
MOEX;D;20220727;87.1100000;87.8200000;85.8000000;86.5000000;2167590
MOEX;D;20220728;86.6300000;87.0800000;85.2500000;85.9600000;1413560
MOEX;D;20220729;85.8800000;86.9000000;85.6500000;86.2000000;1134860
MOEX;D;20220801;86.2500000;86.2700000;84.0500000;84.9100000;2368670
MOEX;D;20220802;84.3700000;84.7800000;82.5500000;82.8200000;1591590
MOEX;D;20220803;83.1900000;83.9400000;82.5700000;82.8200000;1186250
MOEX;D;20220804;82.9300000;85.3400000;82.0200000;83.3200000;1407290
MOEX;D;20220805;83.4100000;83.5400000;80.7700000;81.3200000;2009770
MOEX;D;20220808;86.2800000;86.2800000;81.6400000;81.8800000;3030730
MOEX;D;20220809;81.6000000;83.1400000;81.4000000;82.9000000;1952320
MOEX;D;20220810;82.7600000;83.6000000;82.3500000;83.1600000;1885360
MOEX;D;20220811;83.4200000;84.9200000;82.7900000;83.8100000;4360150
MOEX;D;20220812;83.9500000;85.8400000;82.5000000;85.7600000;3023520
MOEX;D;20220815;86.0000000;86.9000000;85.0800000;86.8400000;3629720
MOEX;D;20220816;86.9200000;87.2500000;86.0200000;86.3800000;2840630
MOEX;D;20220817;86.7000000;87.0000000;84.8500000;85.2900000;2576310
MOEX;D;20220818;85.1000000;85.7500000;84.2600000;85.4000000;2072020
MOEX;D;20220819;86.1600000;87.0000000;84.0100000;86.7700000;5813410
MOEX;D;20220822;86.8500000;88.7700000;86.2100000;88.1700000;6246440
MOEX;D;20220823;88.3100000;88.7900000;87.6500000;88.3900000;3228680
MOEX;D;20220824;88.4000000;88.5000000;87.8000000;87.9300000;1898050
MOEX;D;20220825;87.8900000;88.5900000;86.6100000;88.5200000;3101030
MOEX;D;20220826;88.6000000;89.4900000;88.4700000;89.3000000;3265140
MOEX;D;20220829;89.4900000;92.0000000;89.1500000;90.5000000;4296100
MOEX;D;20220830;90.8000000;91.4400000;89.5200000;89.6500000;3326380
MOEX;D;20220831;92.0200000;94.9800000;88.6800000;90.5000000;5387810
MOEX;D;20220901;90.9500000;96.7700000;90.4900000;95.9600000;12802460
MOEX;D;20220902;96.3400000;96.7800000;94.6000000;95.8800000;6117030
MOEX;D;20220905;95.9800000;96.2500000;94.5000000;95.4100000;3282070
MOEX;D;20220906;95.6800000;98.4900000;92.8000000;95.8000000;11013250
MOEX;D;20220907;96.0100000;96.2000000;93.6100000;94.0500000;5212090
MOEX;D;20220908;94.0600000;94.5300000;92.9200000;93.5000000;3733290
MOEX;D;20220909;93.8900000;95.2900000;93.5700000;95.2400000;2645540
MOEX;D;20220912;95.2000000;96.5200000;94.2600000;96.0500000;4446710
MOEX;D;20220913;96.2400000;96.6900000;94.5000000;95.0300000;2478380
MOEX;D;20220914;95.1700000;95.1700000;93.5200000;94.1800000;3123970
MOEX;D;20220915;94.2200000;96.6000000;94.0400000;95.5400000;3875650
MOEX;D;20220916;96.0000000;96.4000000;94.7000000;94.9800000;2023830
MOEX;D;20220919;95.0000000;95.5400000;94.2700000;94.8000000;2121310
MOEX;D;20220920;95.2000000;95.2700000;87.0000000;88.2600000;10642340
MOEX;D;20220921;81.9600000;87.0000000;78.0100000;82.9000000;10742710
MOEX;D;20220922;82.8900000;87.3600000;82.4200000;85.0800000;4418040
MOEX;D;20220923;85.2200000;85.5300000;82.2500000;83.7200000;4671320
MOEX;D;20220926;82.0500000;82.7400000;74.8400000;76.9500000;9435400
MOEX;D;20220927;77.8800000;79.8900000;77.1000000;79.8900000;3652080
MOEX;D;20220928;79.3400000;80.7500000;77.3400000;78.3100000;3225290
MOEX;D;20220929;78.4800000;79.2000000;74.1800000;76.2500000;5801250
MOEX;D;20220930;76.4800000;78.4700000;73.1100000;76.9600000;7905700
MOEX;D;20221003;77.3500000;79.9900000;77.0200000;79.9200000;4606550
MOEX;D;20221004;80.2900000;81.6500000;77.5200000;79.3000000;5013370
MOEX;D;20221005;79.0000000;79.2100000;76.6500000;78.5000000;5615670
MOEX;D;20221006;78.6000000;79.4900000;77.5000000;77.7200000;3062350
MOEX;D;20221007;77.9600000;77.9600000;73.1000000;73.1900000;6150260
MOEX;D;20221010;69.7100000;75.8000000;69.7000000;75.6000000;7873570
MOEX;D;20221011;75.7000000;76.9000000;75.0400000;76.5200000;3713440
MOEX;D;20221012;76.7000000;77.7500000;75.2500000;76.3800000;3928680
MOEX;D;20221013;76.3000000;77.4500000;76.0300000;76.9900000;2404360
MOEX;D;20221014;77.3100000;77.3500000;75.6000000;76.4300000;2902920
MOEX;D;20221017;76.6200000;79.5000000;76.0600000;79.3400000;3711300
MOEX;D;20221018;79.8400000;80.1700000;77.8300000;78.6100000;4949130
MOEX;D;20221019;78.3000000;79.9900000;77.2500000;79.3100000;6086020
MOEX;D;20221020;79.3800000;81.3500000;78.8700000;80.8800000;4608770
MOEX;D;20221021;80.7000000;83.4900000;79.8100000;82.4900000;4043790
MOEX;D;20221024;83.1000000;84.5800000;82.0000000;83.4700000;3994860
MOEX;D;20221025;83.4000000;84.9800000;82.6100000;84.2300000;3677170
MOEX;D;20221026;84.4700000;85.1800000;82.2100000;83.6700000;3843150
MOEX;D;20221027;83.9700000;85.1400000;83.5500000;84.3500000;3730820
MOEX;D;20221028;84.4000000;86.4700000;83.6700000;85.3800000;5189780
MOEX;D;20221031;85.9900000;86.1600000;84.7400000;85.8000000;2376530
MOEX;D;20221101;85.8900000;86.2900000;84.6000000;84.7600000;3568240
MOEX;D;20221102;84.7600000;84.7600000;82.2200000;83.4100000;2840090
MOEX;D;20221103;83.3800000;85.1900000;82.3200000;84.9200000;4649850
MOEX;D;20221107;85.2500000;87.3500000;85.0700000;87.2200000;4158640
MOEX;D;20221108;87.2400000;87.4000000;86.1200000;86.8200000;2761460
MOEX;D;20221109;86.4500000;86.8000000;84.0900000;84.8800000;4297890
MOEX;D;20221110;85.0000000;86.7700000;84.9600000;86.6600000;3599720
MOEX;D;20221111;86.7300000;87.9400000;86.3600000;86.7600000;3696020
MOEX;D;20221114;87.1300000;88.1300000;85.9000000;86.5300000;3014120
MOEX;D;20221115;86.8600000;87.9200000;83.6200000;85.5300000;6835270
MOEX;D;20221116;85.5900000;87.2400000;85.5900000;86.9000000;2131420
MOEX;D;20221117;86.8000000;88.9500000;86.6300000;88.2300000;5674870
MOEX;D;20221118;88.2300000;89.4400000;87.8700000;88.8100000;6539830
MOEX;D;20221121;88.5000000;88.6800000;86.6400000;86.9500000;4689810
MOEX;D;20221122;87.0000000;88.0000000;86.3100000;87.6200000;2280760
