<TICKER>;<PER>;<DATE>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
IRKT;D;20220405;26.0400000;26.4200000;23.2400000;23.9600000;132500
IRKT;D;20220406;23.6600000;24.5400000;23.4000000;23.8000000;132400
IRKT;D;20220407;24.0600000;24.0800000;23.0200000;23.3600000;72400
IRKT;D;20220408;23.4800000;24.1000000;23.0000000;23.3800000;69800
IRKT;D;20220411;23.5200000;23.6000000;22.1000000;22.5000000;76100
IRKT;D;20220412;23.7400000;23.7400000;21.9400000;23.3400000;99100
IRKT;D;20220413;22.7000000;23.3200000;22.7000000;22.9000000;13600
IRKT;D;20220414;23.3000000;23.3600000;22.2800000;22.5800000;63900
IRKT;D;20220415;22.0400000;23.0600000;21.8200000;22.1400000;97700
IRKT;D;20220418;22.2400000;22.7200000;21.8200000;22.1400000;43000
IRKT;D;20220419;22.1600000;25.8400000;21.5200000;23.4400000;421100
IRKT;D;20220420;23.4400000;23.6600000;22.0200000;23.1000000;95700
IRKT;D;20220421;23.3000000;24.3400000;23.0000000;24.2000000;85700
IRKT;D;20220422;24.6800000;25.9000000;22.8200000;24.1600000;202300
IRKT;D;20220425;24.8800000;24.9000000;23.0000000;23.8800000;78300
IRKT;D;20220426;23.7000000;23.9600000;23.0200000;23.7800000;81100
IRKT;D;20220427;24.4200000;24.4800000;23.3000000;23.6200000;86200
IRKT;D;20220428;23.8200000;23.8200000;23.0600000;23.4200000;38700
IRKT;D;20220429;23.4800000;23.5600000;22.9000000;23.1800000;73200
IRKT;D;20220504;22.9800000;23.2200000;22.4000000;22.4000000;66200
IRKT;D;20220505;22.8600000;29.7400000;22.8600000;28.3400000;5432900
IRKT;D;20220506;28.7800000;29.6000000;24.7000000;25.2200000;1887400
IRKT;D;20220511;25.2400000;25.9400000;24.2800000;24.9400000;466900
IRKT;D;20220512;24.9200000;24.9200000;23.7200000;24.1600000;297900
IRKT;D;20220513;24.6000000;24.7800000;23.7000000;24.4400000;211100
IRKT;D;20220516;24.7800000;26.5800000;24.6200000;25.9400000;526000
IRKT;D;20220517;26.0800000;26.5000000;25.0000000;25.9200000;505100
IRKT;D;20220518;25.6000000;26.5400000;25.5200000;25.9400000;190900
IRKT;D;20220519;26.7200000;26.7200000;25.6200000;26.0200000;164300
IRKT;D;20220520;26.5200000;26.5200000;25.7400000;25.9000000;100300
IRKT;D;20220523;25.9200000;26.3600000;24.1200000;24.8800000;182300
IRKT;D;20220524;24.8800000;25.4400000;24.4000000;24.9000000;144100
IRKT;D;20220525;24.6800000;24.9600000;24.2400000;24.4200000;116400
IRKT;D;20220526;24.5000000;24.8600000;24.3000000;24.3600000;52400
IRKT;D;20220527;24.8800000;25.7400000;24.3400000;25.1800000;167600
IRKT;D;20220530;24.9800000;27.4600000;24.9800000;26.1800000;542500
IRKT;D;20220531;26.4000000;26.8600000;25.8400000;26.6200000;158500
IRKT;D;20220601;26.3800000;27.8600000;26.3800000;27.3200000;306000
IRKT;D;20220602;27.7600000;27.9200000;26.6400000;26.7000000;123300
IRKT;D;20220603;26.6400000;26.7000000;25.2200000;25.7200000;168400
IRKT;D;20220606;25.6800000;27.8400000;25.6800000;27.1400000;358300
IRKT;D;20220607;27.1400000;27.4800000;26.5000000;27.2000000;209300
IRKT;D;20220608;28.5600000;29.7000000;27.4600000;28.6200000;633200
IRKT;D;20220609;28.9800000;29.1200000;27.4800000;27.7400000;152100
IRKT;D;20220610;27.8800000;33.6200000;27.8800000;30.9600000;1449300
IRKT;D;20220614;31.5600000;31.5600000;29.0000000;29.6000000;542900
IRKT;D;20220615;29.6200000;32.5000000;29.6200000;32.3400000;675100
IRKT;D;20220616;32.3200000;34.6000000;31.1000000;34.4800000;1348000
IRKT;D;20220617;34.4800000;35.9000000;33.0000000;34.4800000;1227100
IRKT;D;20220620;34.9000000;35.0600000;33.1000000;34.1000000;632600
IRKT;D;20220621;34.2600000;34.4400000;32.1200000;33.0000000;346600
IRKT;D;20220622;33.2400000;36.5400000;32.3600000;35.5400000;1367200
IRKT;D;20220623;35.6800000;35.9800000;34.7000000;35.1200000;548400
IRKT;D;20220624;35.1600000;35.4000000;34.1200000;34.9200000;566300
IRKT;D;20220627;34.9400000;35.9600000;34.7000000;35.6000000;370600
IRKT;D;20220628;35.7000000;38.2400000;35.6000000;37.2000000;1085400
IRKT;D;20220629;37.6000000;39.8800000;37.4200000;39.7800000;1312200
IRKT;D;20220630;39.8000000;46.6000000;39.1000000;44.5200000;3123300
IRKT;D;20220701;44.9800000;56.0000000;44.5800000;54.6200000;4143800
IRKT;D;20220704;54.7200000;69.9000000;54.7000000;69.7000000;9940300
IRKT;D;20220705;70.4000000;76.0000000;50.3000000;50.4800000;11992800
IRKT;D;20220706;48.7200000;49.2000000;41.1200000;41.8000000;5594000
IRKT;D;20220707;42.5000000;56.5000000;42.1000000;54.3400000;18326100
IRKT;D;20220708;55.2000000;62.8800000;48.9200000;54.7000000;18069000
IRKT;D;20220711;54.7400000;59.2800000;54.7000000;55.6800000;4517700
IRKT;D;20220712;56.1600000;58.0000000;49.0400000;52.7200000;4117800
IRKT;D;20220713;53.4000000;54.8200000;46.1600000;47.9200000;3191600
