<TICKER>;<PER>;<DATE>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
MTSS;D;20220913;240.7000000;241.6000000;237.4000000;237.7500000;1051200
MTSS;D;20220914;237.7000000;238.0000000;235.3500000;237.7000000;1016910
MTSS;D;20220915;238.2500000;240.0000000;236.6000000;238.2000000;1180150
MTSS;D;20220916;238.4000000;238.4000000;235.6000000;236.4000000;1105590
MTSS;D;20220919;236.0000000;236.6000000;234.7000000;235.8500000;831810
MTSS;D;20220920;235.8500000;236.1000000;220.2500000;226.7000000;3073460
MTSS;D;20220921;201.0500000;221.0000000;201.0500000;216.5000000;2438770
MTSS;D;20220922;215.6500000;222.2500000;212.3500000;214.9000000;1596860
MTSS;D;20220923;215.2000000;215.2000000;197.5000000;200.6500000;3879390
MTSS;D;20220926;199.0500000;199.1000000;184.0000000;186.3000000;3450430
MTSS;D;20220927;190.0500000;198.5000000;179.3500000;187.4500000;2797580
MTSS;D;20220928;187.9500000;189.8500000;181.3000000;186.0000000;1422090
MTSS;D;20220929;186.9500000;188.7000000;179.3500000;183.0000000;1422100
MTSS;D;20220930;184.1500000;194.0000000;176.2000000;191.6500000;2727390
MTSS;D;20221003;192.5000000;198.0000000;190.0000000;197.0500000;1983360
MTSS;D;20221004;197.9500000;206.5500000;194.2000000;202.7000000;2827630
MTSS;D;20221005;202.5000000;209.2000000;200.7500000;206.5500000;2912010
MTSS;D;20221006;206.5000000;210.5500000;206.5000000;208.2500000;1893960
MTSS;D;20221007;207.5500000;207.8500000;196.2000000;196.2000000;2126930
MTSS;D;20221010;190.3000000;201.6500000;190.3000000;200.1000000;1706010
MTSS;D;20221011;200.6500000;212.4000000;200.0000000;210.1000000;2389880
MTSS;D;20221012;210.2000000;210.6500000;202.1000000;204.1500000;2751070
MTSS;D;20221013;204.2500000;205.8500000;200.9000000;203.5000000;1498020
MTSS;D;20221014;203.9000000;210.0000000;203.0500000;208.3000000;3005830
MTSS;D;20221017;209.0000000;218.9500000;207.2000000;218.6500000;2242560
MTSS;D;20221018;219.0500000;220.0000000;212.5000000;213.5500000;2060610
MTSS;D;20221019;213.0000000;216.4500000;210.0500000;215.3000000;1657120
MTSS;D;20221020;216.0000000;223.1500000;215.3500000;217.2000000;2965350
MTSS;D;20221021;216.9000000;217.4000000;212.8000000;215.8000000;1263930
MTSS;D;20221024;217.2000000;218.2500000;215.0000000;215.7500000;1097330
MTSS;D;20221025;216.1000000;220.3500000;215.4000000;219.0000000;1642530
MTSS;D;20221026;219.6500000;219.7500000;217.6000000;219.0500000;1222440
MTSS;D;20221027;219.6500000;223.5000000;218.2000000;222.7500000;2126570
MTSS;D;20221028;222.7500000;225.0000000;219.6000000;224.5000000;1375380
MTSS;D;20221031;224.6000000;229.0000000;224.0000000;225.8000000;1485540
MTSS;D;20221101;226.5000000;229.0000000;225.7000000;226.7000000;1187750
MTSS;D;20221102;226.8500000;227.3000000;220.0500000;223.4500000;858800
